Symbol,NSE Symbol,Company Name,ISIN,SERIES,Market Cap,Market Cap Rank
KWIL.NS,KWIL,Kwality Wall's (India) Limited,INE2KCE01013,EQ,107023884288.0,565
PGIL.NS,PGIL,Pearl Global Industries Limited,INE940H01022,EQ,106898776064.0,566
ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ,106731823104.0,567
PCJEWELLER.NS,PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ,106567458816.0,568
SHREEJISPG.NS,SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,EQ,106304159744.0,569
AFCONS.NS,AFCONS,Afcons Infrastructure Limited,INE101I01011,EQ,105425461248.0,570
KRN.NS,KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,EQ,105368526848.0,571
IIFLCAPS.NS,IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,104893538304.0,572
JWL.NS,JWL,Jupiter Wagons Limited,INE209L01016,EQ,104748490752.0,573
ALKYLAMINE.NS,ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,EQ,104742256640.0,574
RITES.NS,RITES,RITES Limited,INE320J01015,EQ,104291016704.0,575
HCG.NS,HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ,103959126016.0,576
WHIRLPOOL.NS,WHIRLPOOL,Whirlpool of India Limited,INE716A01013,EQ,103217971200.0,577
SUVEN.NS,SUVEN,Suven Life Sciences Limited,INE495B01038,EQ,103121256448.0,578
ABLBL.NS,ABLBL,Aditya Birla Lifestyle Brands Limited,INE14LE01019,EQ,102758391808.0,579
AAVAS.NS,AAVAS,Aavas Financiers Limited,INE216P01012,EQ,101134426112.0,580
KENNAMET.NS,KENNAMET,Kennametal India Limited,INE717A01029,EQ,100666925056.0,581
BLUEJET.NS,BLUEJET,Blue Jet Healthcare Limited,INE0KBH01020,EQ,100202307584.0,582
KRBL.NS,KRBL,KRBL Limited,INE001B01026,EQ,100173660160.0,583
SUDARSCHEM.NS,SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ,100058767360.0,584
SANDUMA.NS,SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ,99870228480.0,585
SGMART.NS,SGMART,SG Mart Limited,INE385F01024,EQ,99479584768.0,586
JAINREC.NS,JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ,99367469056.0,587
FINPIPE.NS,FINPIPE,Finolex Industries Limited,INE183A01024,EQ,99276480512.0,588
JLHL.NS,JLHL,Jupiter Life Line Hospitals Limited,INE682M01020,EQ,98807996416.0,589
BLS.NS,BLS,BLS International Services Limited,INE153T01027,EQ,98366160896.0,590
TEJASNET.NS,TEJASNET,Tejas Networks Limited,INE010J01012,EQ,97765556224.0,591
ZEEL.NS,ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,EQ,97502330880.0,592
SANOFICONR.NS,SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,97182621696.0,593
GENUSPOWER.NS,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,EQ,96726589440.0,594
JAYNECOIND.NS,JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ,96225927168.0,595
WEWORK.NS,WEWORK,WeWork India Management Limited,INE085001019,EQ,95849021440.0,596
ELECON.NS,ELECON,Elecon Engineering Company Limited,INE205B01031,EQ,95426076672.0,597
ESABINDIA.NS,ESABINDIA,Esab India Limited,INE284A01012,EQ,94851792896.0,598
INTELLECT.NS,INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,94698741760.0,599
MMTC.NS,MMTC,MMTC Limited,INE123F01029,EQ,94605000704.0,600
SAREGAMA.NS,SAREGAMA,Saregama India Limited,INE979A01025,EQ,94597636096.0,601
PGHL.NS,PGHL,Procter & Gamble Health Limited,INE199A01012,EQ,94126792704.0,602
STAR.NS,STAR,Strides Pharma Science Limited,INE939A01011,EQ,94006951936.0,603
KIRLPNU.NS,KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01038,EQ,93975748608.0,604
SWANCORP.NS,SWANCORP,SWAN CORP LIMITED,INE665A01038,EQ,93457170432.0,605
YATHARTH.NS,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,EQ,93213212672.0,606
NCC.NS,NCC,NCC Limited,INE868B01028,EQ,93172432896.0,607
THYROCARE.NS,THYROCARE,Thyrocare Technologies Limited,INE594H01019,EQ,93006135296.0,608
RPOWER.NS,RPOWER,Reliance Power Limited,INE614G01033,EQ,92848062464.0,609
PRECWIRE.NS,PRECWIRE,Precision Wires India Limited,INE372C01037,EQ,92747620352.0,610
TIMETECHNO.NS,TIMETECHNO,Time Technoplast Limited,INE508G01029,EQ,91959336960.0,611
WAAREERTL.NS,WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ,91718017024.0,612
SHIPROCKET.NS,SHIPROCKET,Shiprocket Limited,INE0FOO01011,EQ,91238236160.0,613
TARIL.NS,TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,EQ,91085324288.0,614
ELANTAS.NS,ELANTAS,Elantas Beck India Limited,INE280B01018,EQ,90970152960.0,615
WELENT.NS,WELENT,Welspun Enterprises Limited,INE625G01013,EQ,90901929984.0,616
FIRSTCRY.NS,FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,EQ,90024435712.0,617
TSFINV.NS,TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029,EQ,89865723904.0,618
RAILTEL.NS,RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ,89509715968.0,619
BANCOINDIA.NS,BANCOINDIA,Banco Products (I) Limited,INE213C01025,EQ,89312493568.0,620
CLEAN.NS,CLEAN,Clean Science and Technology Limited,INE227W01023,EQ,88900018176.0,621
RELAXO.NS,RELAXO,Relaxo Footwears Limited,INE131B01039,EQ,88808841216.0,622
MAHSEAMLES.NS,MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ,88667308032.0,623
MAXESTATES.NS,MAXESTATES,Max Estates Limited,INE03EI01018,EQ,88141897728.0,624
PNGJL.NS,PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ,88027152384.0,625
BATAINDIA.NS,BATAINDIA,Bata India Limited,INE176A01028,EQ,87565811712.0,626
WESTLIFE.NS,WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,EQ,86261161984.0,627
GRINFRA.NS,GRINFRA,G R Infraprojects Limited,INE201P01022,EQ,86189441024.0,628
ICIL.NS,ICIL,Indo Count Industries Limited,INE483B01026,EQ,86143737856.0,629
LEMONTREE.NS,LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ,85939224576.0,630
VESUVIUS.NS,VESUVIUS,Vesuvius India Limited,INE386A01023,EQ,85558124544.0,631
GNFC.NS,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,EQ,85232943104.0,632
EQUITASBNK.NS,EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ,84533936128.0,633
SONATSOFTW.NS,SONATSOFTW,Sonata Software Limited,INE269A01021,EQ,84311597056.0,634
BSOFT.NS,BSOFT,BIRLASOFT LIMITED,INE836A01035,EQ,84145790976.0,635
TIPSMUSIC.NS,TIPSMUSIC,Tips Music Limited,INE716B01029,EQ,82841264128.0,636
EUREKAFORB.NS,EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ,82772541440.0,637
GPPL.NS,GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ,81611857920.0,638
POWERMECH.NS,POWERMECH,Power Mech Projects Limited,INE211R01019,EQ,81589002240.0,639
ORKLAINDIA.NS,ORKLAINDIA,Orkla India Limited,INE16NZ01023,EQ,81563394048.0,640
TTKPRESTIG.NS,TTKPRESTIG,TTK Prestige Limited,INE690A01028,EQ,81316945920.0,641
MEDPLUS.NS,MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ,81221255168.0,642
GALAXYSURF.NS,GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,EQ,81014112256.0,643
V2RETAIL.NS,V2RETAIL,V2 Retail Limited,INE945H01021,EQ,80701579264.0,644
EPL.NS,EPL,EPL Limited,INE255A01020,EQ,80695795712.0,645
KINGFA.NS,KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ,80590061568.0,646
SJS.NS,SJS,S.J.S. Enterprises Limited,INE284S01014,EQ,80370884608.0,647
RPEL.NS,RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ,80289939456.0,648
NEWGEN.NS,NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ,80051552256.0,649
RELIGARE.NS,RELIGARE,Religare Enterprises Limited,INE621H01010,EQ,79524519936.0,650
INDIAGLYCO.NS,INDIAGLYCO,India Glycols Limited,INE560A01023,EQ,78977638400.0,651
ENTERO.NS,ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ,78715830272.0,652
MAHLIFE.NS,MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ,78502928384.0,653
MIDHANI.NS,MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ,78261288960.0,654
GARFIBRES.NS,GARFIBRES,Garware Technical Fibres Limited,INE276A01018,EQ,78021025792.0,655
SKFINDIA.NS,SKFINDIA,SKF India Limited,INE640A01023,EQ,77681876992.0,656
DYNAMATECH.NS,DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,EQ,77666942976.0,657
CELLO.NS,CELLO,Cello World Limited,INE0LMW01024,EQ,77486473216.0,658
BALAMINES.NS,BALAMINES,Balaji Amines Limited,INE050E01027,EQ,77454589952.0,659
ETHOSLTD.NS,ETHOSLTD,Ethos Limited,INE04TZ01018,EQ,76931039232.0,660
HNDFDS.NS,HNDFDS,Hindustan Foods Limited,INE254N01026,EQ,76871680000.0,661
GAEL.NS,GAEL,Gujarat Ambuja Exports Limited,INE036B01030,EQ,76588826624.0,662
UNIMECH.NS,UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,EQ,76510789632.0,663
AVL.NS,AVL,Aditya Vision Limited,INE679V01027,EQ,76294758400.0,664
RHIM.NS,RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ,76271304704.0,665
AARTIPHARM.NS,AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,EQ,76234522624.0,666
JYOTHYLAB.NS,JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ,76160286720.0,667
CORDELIA.NS,CORDELIA,Waterways Leisure Tourism Limited,INE0LZF01039,EQ,76050464768.0,668
TTML.NS,TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,EQ,75929395200.0,669
STARCEMENT.NS,STARCEMENT,Star Cement Limited,INE460H01021,EQ,75901034496.0,670
KMEW.NS,KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,EQ,75076739072.0,671
SMLMAH.NS,SMLMAH,SML Mahindra Limited,INE294B01019,EQ,75057192960.0,672
TIIL.NS,TIIL,Technocraft Industries (India) Limited,INE545H01011,EQ,74652459008.0,673
SAPPHIRE.NS,SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ,74486972416.0,674
KIRLFER.NS,KIRLFER,Kirloskar Ferrous Industries Limited,INE884B01025,EQ,74221821952.0,675
LEAPIND.NS,LEAPIND,LEAP India Limited,INE00GO01025,EQ,74186334208.0,676
SAFARI.NS,SAFARI,Safari Industries (India) Limited,INE429E01023,EQ,73971228672.0,677
IMFA.NS,IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,73954885632.0,678
BORORENEW.NS,BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,EQ,73923018752.0,679
NESCO.NS,NESCO,Nesco Limited,INE317F01035,EQ,73870221312.0,680
BALUFORGE.NS,BALUFORGE,Balu Forge Industries Limited,INE011E01029,EQ,73456828416.0,681
SANOFI.NS,SANOFI,Sanofi India Limited,INE058A01010,EQ,73274228736.0,682
CERA.NS,CERA,Cera Sanitaryware Limited,INE739E01017,EQ,72914640896.0,683
GMRP&UI.NS,GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,EQ,72907988992.0,684
SETL.NS,SETL,Standard Engineering Technology Limited,INE0M4D01010,EQ,72654864384.0,685
EBGNG.NS,EBGNG,GNG Electronics Limited,INE18JU01028,EQ,72408711168.0,686
GOKULAGRO.NS,GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,EQ,72101486592.0,687
IXIGO.NS,IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,72048992256.0,688
RBA.NS,RBA,Restaurant Brands Asia Limited,INE07T201019,EQ,71898554368.0,689
TANLA.NS,TANLA,Tanla Platforms Limited,INE483C01032,EQ,71868604416.0,690
AEROFLEX.NS,AEROFLEX,Aeroflex Industries Limited,INE024001021,EQ,71736508416.0,691
BECTORFOOD.NS,BECTORFOOD,Mrs. Bectors Food Specialities Limited,INE495P01020,EQ,71421739008.0,692
MBAPL.NS,MBAPL,Madhya Bharat Agro Products Limited,INE900L01028,EQ,71389667328.0,693
JKPAPER.NS,JKPAPER,JK Paper Limited,INE789E01012,EQ,70995361792.0,694
INDIASHLTR.NS,INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,70812016640.0,695
SHARDACROP.NS,SHARDACROP,Sharda Cropchem Limited,INE221J01015,EQ,70710312960.0,696
INOXGREEN.NS,INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ,69963997184.0,697
OMNI.NS,OMNI,Omnitech Engineering Limited,INE0UH301010,EQ,69939314688.0,698
REDTAPE.NS,REDTAPE,Redtape Limited,INE0LXT01019,EQ,69659287552.0,699
NEPHROPLUS.NS,NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,EQ,69622030336.0,700
SFL.NS,SFL,Sheela Foam Limited,INE916U01025,EQ,69562507264.0,701
SUPRAJIT.NS,SUPRAJIT,Suprajit Engineering Limited,INE399C01030,EQ,69309865984.0,702
CAMPUS.NS,CAMPUS,Campus Activewear Limited,INE278Y01022,EQ,69126406144.0,703
DCBBANK.NS,DCBBANK,DCB Bank Limited,INE503A01015,EQ,68592832512.0,704
SENORES.NS,SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ,68256022528.0,705
EMIL.NS,EMIL,Electronics Mart India Limited,INE02YR01019,EQ,68235194368.0,706
TCI.NS,TCI,Transport Corporation of India Limited,INE688A01022,EQ,68233736192.0,707
BIRLACORPN.NS,BIRLACORPN,Birla Corporation Limited,INE340A01012,EQ,67857108992.0,708
AXISCADES.NS,AXISCADES,AXISCADES Technologies Limited,INE555B01013,EQ,67828150272.0,709
SPARC.NS,SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ,67406385152.0,710
JKLAKSHMI.NS,JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,67143507968.0,711
RAIN.NS,RAIN,Rain Industries Limited,INE855B01025,EQ,67037052928.0,712
GANESHHOU.NS,GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,EQ,67009863680.0,713
DBL.NS,DBL,Dilip Buildcon Limited,INE917M01012,EQ,66106925056.0,714
RCF.NS,RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ,66097754112.0,715
KOVAI.NS,KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017,EQ,66009194496.0,716
DODLA.NS,DODLA,Dodla Dairy Limited,INE021O01019,EQ,65962426368.0,717
POWERICA.NS,POWERICA,Powerica Limited,INE921L01032,EQ,65515909120.0,718
AJAXENGG.NS,AJAXENGG,Ajax Engineering Limited,INE274Y01021,EQ,65340297216.0,719
KSHINTL.NS,KSHINTL,KSH International Limited,INE987S01020,EQ,65306324992.0,720
VMART.NS,VMART,V-Mart Retail Limited,INE665J01013,EQ,65223970816.0,721
TFCILTD.NS,TFCILTD,Tourism Finance Corporation of India Limited,INE305A01023,EQ,65066819584.0,722
STYL.NS,STYL,Seshaasai Technologies Limited,INE04VU01023,EQ,65062121472.0,723
CYIENTDLM.NS,CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ,65007378432.0,724
SUPRIYA.NS,SUPRIYA,Supriya Lifescience Limited,INE07RO01027,EQ,64720244736.0,725
HCC.NS,HCC,Hindustan Construction Company Limited,INE549A01026,EQ,64543690752.0,726
PICCADIL.NS,PICCADIL,Piccadily Agro Industries Limited,INE546C01010,EQ,64193331200.0,727
PRAJIND.NS,PRAJIND,Praj Industries Limited,INE074A01025,EQ,63948570624.0,728
ABFRL.NS,ABFRL,Aditya Birla Fashion and Retail Limited,INE647O01011,EQ,63868637184.0,729
JSLL.NS,JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,EQ,63704121344.0,730
JAIBALAJI.NS,JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,63155171328.0,731
GSFC.NS,GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ,62947495936.0,732
GREENLAM.NS,GREENLAM,Greenlam Industries Limited,INE544R01021,EQ,62855634944.0,733
SUNFLAG.NS,SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ,62761426944.0,734
VIKRAMSOLR.NS,VIKRAMSOLR,Vikram Solar Limited,INE078V01014,EQ,62582226944.0,735
TRIVENI.NS,TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,EQ,62543429632.0,736
BAJAJCON.NS,BAJAJCON,Bajaj Consumer Care Limited,INE933K01021,EQ,62363717632.0,737
KPIGREEN.NS,KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ,62118416384.0,738
PAISALO.NS,PAISALO,Paisalo Digital Limited,INE420C01059,EQ,61759913984.0,739
SKIPPER.NS,SKIPPER,Skipper Limited,INE439E01022,EQ,61673828352.0,740
SMARTWORKS.NS,SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,EQ,61622804480.0,741
HAPPSTMNDS.NS,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ,61306871808.0,742
SHAKTIPUMP.NS,SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ,60903067648.0,743
TRANSRAILL.NS,TRANSRAILL,Transrail Lighting Limited,INE454P01035,EQ,60784418816.0,744
SIS.NS,SIS,SIS LIMITED,INE285J01028,EQ,60687826944.0,745
NEOGEN.NS,NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ,60508024832.0,746
SBCL.NS,SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ,60438323200.0,747
INNOVACAP.NS,INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ,60378021888.0,748
ARVINDFASN.NS,ARVINDFASN,Arvind Fashions Limited,INE955V01021,EQ,60250550272.0,749
JUSTDIAL.NS,JUSTDIAL,Just Dial Limited,INE599M01018,EQ,59921293312.0,750
ACI.NS,ACI,Archean Chemical Industries Limited,INE128X01021,EQ,59790897152.0,751
KRISHANA.NS,KRISHANA,Krishana Phoschem Limited,INE506W01020,EQ,59635810304.0,752
FEDFINA.NS,FEDFINA,Fedbank Financial Services Limited,INE007N01010,EQ,59596259328.0,753
STYLAMIND.NS,STYLAMIND,Stylam Industries Limited,INE239C01020,EQ,59482767360.0,754
CEIGALL.NS,CEIGALL,Ceigall India Limited,INE0AG901020,EQ,59403857920.0,755
IBULLSLTD.NS,IBULLSLTD,Indiabulls Limited,INE126M01010,EQ,58966028288.0,756
MASTEK.NS,MASTEK,Mastek Limited,INE759A01021,EQ,58955522048.0,757
UNIVCABLES.NS,UNIVCABLES,Universal Cables Limited,INE279A01012,EQ,58746216448.0,758
FCL.NS,FCL,Fineotex Chemical Limited,INE045J01034,EQ,58259976192.0,759
DBREALTY.NS,DBREALTY,Valor Estate Limited,INE879I01012,EQ,58238218240.0,760
MOREPENLAB.NS,MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ,58187206656.0,761
SENCO.NS,SENCO,Senco Gold Limited,INE602W01027,EQ,58160254976.0,762
TVSSCS.NS,TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,EQ,58041643008.0,763
ISGEC.NS,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ,58018459648.0,764
NIRLON.NS,NIRLON,Nirlon Limited,INE910A01012,EQ,57914359808.0,765
LATENTVIEW.NS,LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ,57856225280.0,766
MANINDS.NS,MANINDS,Man Industries (India) Limited,INE993A01026,EQ,57622351872.0,767
IOLCP.NS,IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ,57223188480.0,768
JSFB.NS,JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ,57212121088.0,769
CSBBANK.NS,CSBBANK,CSB Bank Limited,INE679A01013,EQ,56995307520.0,770
KALPATARU.NS,KALPATARU,Kalpataru Limited,INE227J01012,EQ,56927166464.0,771
ITDC.NS,ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,56792211456.0,772
VADILALIND.NS,VADILALIND,Vadilal Industries Limited,INE694D01016,EQ,56783855616.0,773
LUMAXIND.NS,LUMAXIND,Lumax Industries Limited,INE162B01018,EQ,56750080000.0,774
GULFOILLUB.NS,GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,56686571520.0,775
GOKEX.NS,GOKEX,Gokaldas Exports Limited,INE887G01027,EQ,56259493888.0,776
PRSMJOHNSN.NS,PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ,55963185152.0,777
FDC.NS,FDC,FDC Limited,INE258B01022,EQ,55762452480.0,778
ASHAPURMIN.NS,ASHAPURMIN,Ashapura Minechem Limited,INE348A01023,EQ,55605739520.0,779
QUESS.NS,QUESS,Quess Corp Limited,INE615P01015,EQ,55599206400.0,780
RAMRAT.NS,RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ,55253319680.0,781
INDIGOPNTS.NS,INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,54978453504.0,782
FIEMIND.NS,FIEMIND,Fiem Industries Limited,INE737H01014,EQ,54947553280.0,783
LGBBROSLTD.NS,LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ,54789255168.0,784
RPTECH.NS,RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ,54601166848.0,785
KISSHT.NS,KISSHT,OnEMI Technology Solutions Limited,INE12F801023,EQ,54297579520.0,786
IFBIND.NS,IFBIND,IFB Industries Limited,INE559A01017,EQ,54165528576.0,787
MARINE.NS,MARINE,Marine Electricals (India) Limited,INE01JE01028,EQ,53968220160.0,788
SAATVIKGL.NS,SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,EQ,53676441600.0,789
MASFIN.NS,MASFIN,MAS Financial Services Limited,INE348L01012,EQ,53419872256.0,790
EPIGRAL.NS,EPIGRAL,Epigral Limited,INE071N01016,EQ,53184643072.0,791
CCAVENUE.NS,CCAVENUE,AvenuesAI Limited,INE483S01020,EQ,53155172352.0,792
MAPMYINDIA.NS,MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ,52893704192.0,793
MOIL.NS,MOIL,MOIL Limited,INE490G01020,EQ,52550057984.0,794
GOLDIAM.NS,GOLDIAM,Goldiam International Limited,INE025B01025,EQ,52476682240.0,795
YASHO.NS,YASHO,Yasho Industries Limited,INE616Z01012,EQ,52292063232.0,796
OPTIEMUS.NS,OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ,52260470784.0,797
PDSL.NS,PDSL,PDS Limited,INE111Q01021,EQ,52222533632.0,798
GUJALKALI.NS,GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ,51908890624.0,799
CRAMC.NS,CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ,51828588544.0,800
VRLLOG.NS,VRLLOG,VRL Logistics Limited,INE366I01010,EQ,51772604416.0,801
BAJAJHIND.NS,BAJAJHIND,Bajaj Hindusthan Sugar Limited,INE306A01021,EQ,51767160832.0,802
RENUKA.NS,RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ,51381739520.0,803
MSTCLTD.NS,MSTCLTD,Mstc Limited,INE255X01014,EQ,51367362560.0,804
PURVA.NS,PURVA,Puravankara Limited,INE323I01011,EQ,51172159488.0,805
THOMASCOOK.NS,THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,EQ,51003367424.0,806
CENTUM.NS,CENTUM,Centum Electronics Limited,INE320B01020,EQ,50822668288.0,807
CARERATING.NS,CARERATING,CARE Ratings Limited,INE752H01013,EQ,50609586176.0,808
ELECTCAST.NS,ELECTCAST,Electrosteel Castings Limited,INE086A01029,EQ,50382041088.0,809
SHARDAMOTR.NS,SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,EQ,50358067200.0,810
AGI.NS,AGI,AGI Greenpac Limited,INE415A01038,EQ,50127527936.0,811
PNCINFRA.NS,PNCINFRA,PNC Infratech Limited,INE195J01029,EQ,50081574912.0,812
BANSALWIRE.NS,BANSALWIRE,Bansal Wire Industries Limited,INE0B9K01025,EQ,49784791040.0,813
MANINFRA.NS,MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ,49574281216.0,814
ORCHPHARMA.NS,ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ,49481555968.0,815
BANARISUG.NS,BANARISUG,Bannari Amman Sugars Limited,INE459A01010,EQ,49289797632.0,816
PILANIINVS.NS,PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ,48583925760.0,817
KDDL.NS,KDDL,KDDL Limited,INE291D01011,EQ,48421036032.0,818
JAMNAAUTO.NS,JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,48301400064.0,819
FOSECOIND.NS,FOSECOIND,Foseco India Limited,INE519A01011,EQ,48189902848.0,820
RUSTOMJEE.NS,RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ,48011911168.0,821
WAKEFIT.NS,WAKEFIT,Wakefit Innovations Limited,INE0E7301029,EQ,47992381440.0,822
SURYAROSNI.NS,SURYAROSNI,Surya Roshni Limited,INE335A01020,EQ,47980011520.0,823
JUNIPER.NS,JUNIPER,Juniper Hotels Limited,INE696F01016,EQ,47746785280.0,824
LXCHEM.NS,LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ,47617900544.0,825
SOTL.NS,SOTL,Savita Oil Technologies Limited,INE035D01020,EQ,47526080512.0,826
SUBROS.NS,SUBROS,Subros Limited,INE287B01021,EQ,47374204928.0,827
ROLEXRINGS.NS,ROLEXRINGS,Rolex Rings Limited,INE645S01024,EQ,47364247552.0,828
ICRA.NS,ICRA,ICRA Limited,INE725G01011,EQ,47286214656.0,829
DATAMATICS.NS,DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ,46806351872.0,830
SHILCTECH.NS,SHILCTECH,Shilchar Technologies Limited,INE024F01011,EQ,46724063232.0,831
PTC.NS,PTC,PTC India Limited,INE877F01012,EQ,46677553152.0,832
SSWL.NS,SSWL,Steel Strips Wheels Limited,INE802C01033,EQ,46471839744.0,833
NORTHARC.NS,NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ,46188634112.0,834
GMMPFAUDLR.NS,GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,EQ,46157578240.0,835
BOSCH-HCIL.NS,BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,INE782A01015,EQ,46093983744.0,836
EMUDHRA.NS,EMUDHRA,eMudhra Limited,INE01QM01018,EQ,45915664384.0,837
ALOKINDS.NS,ALOKINDS,Alok Industries Limited,INE270A01029,EQ,45878820864.0,838
UFLEX.NS,UFLEX,UFLEX Limited,INE516A01017,EQ,45807353856.0,839
DECNGOLD.NS,DECNGOLD,Deccan Gold Mines Limited,INE945F01025,EQ,45748973568.0,840
