symbol,sector,industry,sector_key,industry_key
SCI.NS,Industrials,Marine Shipping,industrials,marine-shipping
SHREEJISPG.NS,Industrials,Marine Shipping,industrials,marine-shipping
GPPL.NS,Industrials,Marine Shipping,industrials,marine-shipping
CORDELIA.NS,Industrials,Marine Shipping,industrials,marine-shipping
KMEW.NS,Industrials,Marine Shipping,industrials,marine-shipping
SEAMECLTD.NS,Industrials,Marine Shipping,industrials,marine-shipping
ESSARSHPNG.NS,Industrials,Marine Shipping,industrials,marine-shipping
IONEXCHANG.NS,Industrials,Pollution & Treatment Controls,industrials,pollution-treatment-controls
QUESS.NS,Industrials,Staffing & Employment Services,industrials,staffing-employment-services
TEAMLEASE.NS,Industrials,Staffing & Employment Services,industrials,staffing-employment-services
INNOVISION.NS,Industrials,Staffing & Employment Services,industrials,staffing-employment-services
AARVI.NS,Industrials,Staffing & Employment Services,industrials,staffing-employment-services
ACEINTEG.NS,Industrials,Staffing & Employment Services,industrials,staffing-employment-services
GMRAIRPORT.NS,Industrials,Airports & Air Services,industrials,airports-air-services
DREAMFOLKS.NS,Industrials,Airports & Air Services,industrials,airports-air-services
GLOBALVECT.NS,Industrials,Airports & Air Services,industrials,airports-air-services
DOMS.NS,Industrials,Business Equipment & Supplies,industrials,business-equipment-supplies
FLAIR.NS,Industrials,Business Equipment & Supplies,industrials,business-equipment-supplies
CONTROLPR.NS,Industrials,Business Equipment & Supplies,industrials,business-equipment-supplies
KOKUYOCMLN.NS,Industrials,Business Equipment & Supplies,industrials,business-equipment-supplies
LINC.NS,Industrials,Business Equipment & Supplies,industrials,business-equipment-supplies
IRB.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
BFUTILITIE.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
MARKOLINES.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
ATLANTAA.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
BRNL.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
BCPL.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
GAYAHWS.NS,Industrials,Infrastructure Operations,industrials,infrastructure-operations
ABREL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
WEWORK.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
NIRLON.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
SMARTWORKS.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
INDIQUBE.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
ELPROINTL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
EFCIL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
SCILAL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
AURUM.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
TEXINFRA.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
ELDEHSG.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
TREL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
PTL.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
MAJESAUT.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
DEVX.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
MODIRUBBER.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
CORALFINAC.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
LPDC.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
ICDSLTD.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
3PLAND.NS,Real Estate,Real Estate Services,real-estate,real-estate-services
DLF.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
LODHA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
OBEROIRLTY.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
GODREJPROP.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ANANTRAJ.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
BRIGADE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SOBHA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SIGNATURE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
MAHLIFE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
GANESHHOU.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
MAXESTATES.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
KALPATARU.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
PURVA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
RUSTOMJEE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SUNTECK.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
RAYMONDREL.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
AGIIL.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ASHIANA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
TARC.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
KOLTEPATIL.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
HUBTOWN.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ARVSMART.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
MARATHON.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ARKADE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
AJMERA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ALEMBICLTD.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
OMAXE.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SHRIRAMPPS.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ARIHANTSUP.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SURAJEST.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ARIHANT.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
MODIS.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
PANSARI.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
NILASPACES.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SBGLP.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
NILAINFRA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
RVHL.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ASHIMASYN.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SHRADHA.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
LANCORHOL.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
SUPREME.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
UMIYA-MRO.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
AMJLAND.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
PRAENG.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
ARTNIRMAN.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
COUNCODOS.NS,Real Estate,Real Estate - Development,real-estate,real-estate-development
PHOENIXLTD.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
PRESTIGE.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
EMBDL.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
HEMIPROP.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
UNITECH.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
PROZONER.NS,Real Estate,Real Estate - Diversified,real-estate,real-estate-diversified
RIR.NS,Technology,Semiconductors,technology,semiconductors
OFSS.NS,Technology,Software - Infrastructure,technology,software-infrastructure
PAYTM.NS,Technology,Software - Infrastructure,technology,software-infrastructure
PINELABS.NS,Technology,Software - Infrastructure,technology,software-infrastructure
KPITTECH.NS,Technology,Software - Infrastructure,technology,software-infrastructure
FRACTAL.NS,Technology,Software - Infrastructure,technology,software-infrastructure
E2E.NS,Technology,Software - Infrastructure,technology,software-infrastructure
NEWGEN.NS,Technology,Software - Infrastructure,technology,software-infrastructure
STYL.NS,Technology,Software - Infrastructure,technology,software-infrastructure
MAPMYINDIA.NS,Technology,Software - Infrastructure,technology,software-infrastructure
CCAVENUE.NS,Technology,Software - Infrastructure,technology,software-infrastructure
CAPILLARY.NS,Technology,Software - Infrastructure,technology,software-infrastructure
ZAGGLE.NS,Technology,Software - Infrastructure,technology,software-infrastructure
MOBIKWIK.NS,Technology,Software - Infrastructure,technology,software-infrastructure
INTENTECH.NS,Technology,Software - Infrastructure,technology,software-infrastructure
LGEINDIA.NS,Technology,Consumer Electronics,technology,consumer-electronics
DIXON.NS,Technology,Consumer Electronics,technology,consumer-electronics
BPL.NS,Technology,Consumer Electronics,technology,consumer-electronics
VOEPL.NS,Technology,Consumer Electronics,technology,consumer-electronics
TATAELXSI.NS,Technology,Software - Application,technology,software-application
URBANCO.NS,Technology,Software - Application,technology,software-application
KFINTECH.NS,Technology,Software - Application,technology,software-application
BBOX.NS,Technology,Software - Application,technology,software-application
AMAGI.NS,Technology,Software - Application,technology,software-application
RATEGAIN.NS,Technology,Software - Application,technology,software-application
INTELLECT.NS,Technology,Software - Application,technology,software-application
BLACKBUCK.NS,Technology,Software - Application,technology,software-application
TANLA.NS,Technology,Software - Application,technology,software-application
AURIONPRO.NS,Technology,Software - Application,technology,software-application
EMUDHRA.NS,Technology,Software - Application,technology,software-application
KERNEX.NS,Technology,Software - Application,technology,software-application
63MOONS.NS,Technology,Software - Application,technology,software-application
NPST.NS,Technology,Software - Application,technology,software-application
RAMCOSYS.NS,Technology,Software - Application,technology,software-application
NUCLEUS.NS,Technology,Software - Application,technology,software-application
IZMO.NS,Technology,Software - Application,technology,software-application
INFOBEAN.NS,Technology,Software - Application,technology,software-application
GENESYS.NS,Technology,Software - Application,technology,software-application
UNIECOM.NS,Technology,Software - Application,technology,software-application
EXCELSOFT.NS,Technology,Software - Application,technology,software-application
KELLTONTEC.NS,Technology,Software - Application,technology,software-application
KSOLVES.NS,Technology,Software - Application,technology,software-application
INNOVANA.NS,Technology,Software - Application,technology,software-application
IRIS.NS,Technology,Software - Application,technology,software-application
XTGLOBAL.NS,Technology,Software - Application,technology,software-application
TREJHARA.NS,Technology,Software - Application,technology,software-application
TRACXN.NS,Technology,Software - Application,technology,software-application
VIRINCHI.NS,Technology,Software - Application,technology,software-application
CURAA.NS,Technology,Software - Application,technology,software-application
SECURKLOUD.NS,Technology,Software - Application,technology,software-application
ORCHASP.NS,Technology,Software - Application,technology,software-application
MOSCHIP.NS,Technology,Semiconductor Equipment & Materials,technology,semiconductor-equipment-materials
NETWEB.NS,Technology,Computer Hardware,technology,computer-hardware
EBGNG.NS,Technology,Computer Hardware,technology,computer-hardware
TVSELECT.NS,Technology,Computer Hardware,technology,computer-hardware
HFCL.NS,Technology,Communication Equipment,technology,communication-equipment
ITI.NS,Technology,Communication Equipment,technology,communication-equipment
ASTRAMICRO.NS,Technology,Communication Equipment,technology,communication-equipment
TEJASNET.NS,Technology,Communication Equipment,technology,communication-equipment
AVANTEL.NS,Technology,Communication Equipment,technology,communication-equipment
PACEDIGITK.NS,Technology,Communication Equipment,technology,communication-equipment
PARACABLES.NS,Technology,Communication Equipment,technology,communication-equipment
NELCO.NS,Technology,Communication Equipment,technology,communication-equipment
DLINKINDIA.NS,Technology,Communication Equipment,technology,communication-equipment
GTLINFRA.NS,Technology,Communication Equipment,technology,communication-equipment
KAVDEFENCE.NS,Technology,Communication Equipment,technology,communication-equipment
TNTELE.NS,Technology,Communication Equipment,technology,communication-equipment
SYRMA.NS,Technology,Electronic Components,technology,electronic-components
KAYNES.NS,Technology,Electronic Components,technology,electronic-components
PGEL.NS,Technology,Electronic Components,technology,electronic-components
AVALON.NS,Technology,Electronic Components,technology,electronic-components
CENTUM.NS,Technology,Electronic Components,technology,electronic-components
IKIO.NS,Technology,Electronic Components,technology,electronic-components
TCS.NS,Technology,Information Technology Services,technology,information-technology-services
INFY.NS,Technology,Information Technology Services,technology,information-technology-services
HCLTECH.NS,Technology,Information Technology Services,technology,information-technology-services
WIPRO.NS,Technology,Information Technology Services,technology,information-technology-services
TECHM.NS,Technology,Information Technology Services,technology,information-technology-services
LTM.NS,Technology,Information Technology Services,technology,information-technology-services
PERSISTENT.NS,Technology,Information Technology Services,technology,information-technology-services
COFORGE.NS,Technology,Information Technology Services,technology,information-technology-services
MPHASIS.NS,Technology,Information Technology Services,technology,information-technology-services
LTTS.NS,Technology,Information Technology Services,technology,information-technology-services
HEXT.NS,Technology,Information Technology Services,technology,information-technology-services
TATATECH.NS,Technology,Information Technology Services,technology,information-technology-services
REDINGTON.NS,Technology,Information Technology Services,technology,information-technology-services
CAMS.NS,Technology,Information Technology Services,technology,information-technology-services
FSL.NS,Technology,Information Technology Services,technology,information-technology-services
ECLERX.NS,Technology,Information Technology Services,technology,information-technology-services
ZENSARTECH.NS,Technology,Information Technology Services,technology,information-technology-services
SONATSOFTW.NS,Technology,Information Technology Services,technology,information-technology-services
BSOFT.NS,Technology,Information Technology Services,technology,information-technology-services
HAPPSTMNDS.NS,Technology,Information Technology Services,technology,information-technology-services
MASTEK.NS,Technology,Information Technology Services,technology,information-technology-services
DATAMATICS.NS,Technology,Information Technology Services,technology,information-technology-services
RSYSTEMS.NS,Technology,Information Technology Services,technology,information-technology-services
RPSGVENT.NS,Technology,Information Technology Services,technology,information-technology-services
SASKEN.NS,Technology,Information Technology Services,technology,information-technology-services
SILVERTUC.NS,Technology,Information Technology Services,technology,information-technology-services
PROTEAN.NS,Technology,Information Technology Services,technology,information-technology-services
SAKSOFT.NS,Technology,Information Technology Services,technology,information-technology-services
ACCELYA.NS,Technology,Information Technology Services,technology,information-technology-services
MCLOUD.NS,Technology,Information Technology Services,technology,information-technology-services
IVALUE.NS,Technology,Information Technology Services,technology,information-technology-services
DSSL.NS,Technology,Information Technology Services,technology,information-technology-services
ORIENTTECH.NS,Technology,Information Technology Services,technology,information-technology-services
EXPLEOSOL.NS,Technology,Information Technology Services,technology,information-technology-services
XCHANGING.NS,Technology,Information Technology Services,technology,information-technology-services
ADSL.NS,Technology,Information Technology Services,technology,information-technology-services
MINDTECK.NS,Technology,Information Technology Services,technology,information-technology-services
VAKRANGEE.NS,Technology,Information Technology Services,technology,information-technology-services
ONWARDTEC.NS,Technology,Information Technology Services,technology,information-technology-services
CSM.NS,Technology,Information Technology Services,technology,information-technology-services
TERASOFT.NS,Technology,Information Technology Services,technology,information-technology-services
SIGMA.NS,Technology,Information Technology Services,technology,information-technology-services
3IINFOLTD.NS,Technology,Information Technology Services,technology,information-technology-services
ALANKIT.NS,Technology,Information Technology Services,technology,information-technology-services
DRCSYSTEMS.NS,Technology,Information Technology Services,technology,information-technology-services
AIRAN.NS,Technology,Information Technology Services,technology,information-technology-services
TRIGYN.NS,Technology,Information Technology Services,technology,information-technology-services
RELIABLE.NS,Technology,Information Technology Services,technology,information-technology-services
DEVIT.NS,Technology,Information Technology Services,technology,information-technology-services
XELPMOC.NS,Technology,Information Technology Services,technology,information-technology-services
AAATECH.NS,Technology,Information Technology Services,technology,information-technology-services
GVPTECH.NS,Technology,Information Technology Services,technology,information-technology-services
HGM.NS,Technology,Information Technology Services,technology,information-technology-services
CTE.NS,Technology,Information Technology Services,technology,information-technology-services
SUVIDHAA.NS,Technology,Information Technology Services,technology,information-technology-services
ADROITINFO.NS,Technology,Information Technology Services,technology,information-technology-services
RISHABH.NS,Technology,Scientific & Technical Instruments,technology,scientific-technical-instruments
NITIRAJ.NS,Technology,Scientific & Technical Instruments,technology,scientific-technical-instruments
WAAREEENER.NS,Technology,Solar,technology,solar
PREMIERENE.NS,Technology,Solar,technology,solar
EMMVEE.NS,Technology,Solar,technology,solar
UTLSOLAR.NS,Technology,Solar,technology,solar
BORORENEW.NS,Technology,Solar,technology,solar
VIKRAMSOLR.NS,Technology,Solar,technology,solar
SAATVIKGL.NS,Technology,Solar,technology,solar
SWSOLAR.NS,Technology,Solar,technology,solar
WEBELSOLAR.NS,Technology,Solar,technology,solar
RELTD.NS,Technology,Solar,technology,solar
INA.NS,Technology,Solar,technology,solar
SOLARWORLD.NS,Technology,Solar,technology,solar
UEL.NS,Technology,Solar,technology,solar
WAAREEINDO.NS,Technology,Solar,technology,solar
SOLEX.NS,Technology,Solar,technology,solar
SWELECTES.NS,Technology,Solar,technology,solar
URJA.NS,Technology,Solar,technology,solar
SURANASOL.NS,Technology,Solar,technology,solar
OPTIEMUS.NS,Technology,Electronics & Computer Distribution,technology,electronics-computer-distribution
RPTECH.NS,Technology,Electronics & Computer Distribution,technology,electronics-computer-distribution
CNL.NS,Technology,Electronics & Computer Distribution,technology,electronics-computer-distribution
DCI.NS,Technology,Electronics & Computer Distribution,technology,electronics-computer-distribution
HCL-INSYS.NS,Technology,Electronics & Computer Distribution,technology,electronics-computer-distribution
NTPC.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
POWERGRID.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
NLCINDIA.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
CESC.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
GIPCL.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
BAJEL.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
ENERGYDEV.NS,Utilities,Utilities - Regulated Electric,utilities,utilities-regulated-electric
ADANIPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
ADANIENSOL.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
TATAPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
JSWENERGY.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
TORNTPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
VEDPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
JPPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
RPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
PTC.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
RTNPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
GREENPOWER.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
SURANAT&P.NS,Utilities,Utilities - Independent Power Producers,utilities,utilities-independent-power-producers
GAIL.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
ATGL.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
GUJENERGY.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
IGL.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
MGL.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
IRMENERGY.NS,Utilities,Utilities - Regulated Gas,utilities,utilities-regulated-gas
ADANIGREEN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
ENRIN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
NHPC.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
NTPCGREEN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
ACMESOLAR.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
SJVN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
CLEANMAX.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
KPIGREEN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
INOXGREEN.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
GKENERGY.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
KARMAENG.NS,Utilities,Utilities - Renewable,utilities,utilities-renewable
CEWATER.NS,Utilities,Utilities - Regulated Water,utilities,utilities-regulated-water
